2026-07-26 09:32:34.687633,1,QWERTY,36.81,42.06,0.76
2026-07-26 09:46:27.392525,1,EXPERIMENTAL,28.5,18.11,0.0
2026-07-26 09:47:37.920350,11,QWERTY,50.2,31.08,71.76
2026-07-26 10:20:57.025721,123,QWERTY,54.65,28.33,83.21
2026-07-26 10:23:42.297697,111,SARAL,34.06,4.58,4.58
2026-07-26 10:48:05.083784,Rocky,QWERTY,20.43,38.19,100.0
2026-07-26 10:54:08.717161,eee,QWERTY,1.95,30.72,7.04
